ID,Species,Plot,Forest_Type,Rats,Year,Diam_cm
173,PF,Holei 2,Mixed,post,2016,1
174,PF,Holei 2,Mixed,post,2016,1
175,PF,Holei 2,Mixed,post,2016,1
176,PF,Holei 2,Mixed,post,2016,1
177,PF,Holei 2,Mixed,post,2016,1
178,PF,Holei 2,Mixed,post,2016,1
179,PF,Holei 2,Mixed,post,2016,1
180,PF,Holei 2,Mixed,post,2016,1
181,PF,Holei 2,Mixed,post,2016,1
182,PF,Holei 2,Mixed,post,2016,1
183,PF,Holei 2,Mixed,post,2016,1
184,PF,Holei 2,Mixed,post,2016,1
185,PF,Holei 2,Mixed,post,2016,1
186,PF,Holei 2,Mixed,post,2016,1
187,PF,Holei 2,Mixed,post,2016,1
188,PF,Holei 2,Mixed,post,2016,1
189,PF,Holei 2,Mixed,post,2016,1
190,PF,Holei 2,Mixed,post,2016,1
191,PF,Holei 2,Mixed,post,2016,1
192,PF,Holei 2,Mixed,post,2016,1
193,PF,Holei 2,Mixed,post,2016,1
194,PF,Holei 2,Mixed,post,2016,1
195,PF,Holei 2,Mixed,post,2016,1
196,PF,Holei 2,Mixed,post,2016,1
197,PF,Holei 2,Mixed,post,2016,1
198,PF,Holei 2,Mixed,post,2016,1
199,PF,Holei 2,Mixed,post,2016,1
200,PF,Holei 2,Mixed,post,2016,1
201,PF,Holei 2,Mixed,post,2016,1
202,PF,Holei 2,Mixed,post,2016,1
203,PF,Holei 2,Mixed,post,2016,1
204,PF,Holei 2,Mixed,post,2016,1
205,PF,Holei 2,Mixed,post,2016,1
206,PF,Holei 2,Mixed,post,2016,1
207,PF,Holei 2,Mixed,post,2016,1
208,PF,Holei 2,Mixed,post,2016,1
209,PF,Holei 2,Mixed,post,2016,1
210,PF,Holei 2,Mixed,post,2016,1
211,PF,Holei 2,Mixed,post,2016,1
212,PF,Holei 2,Mixed,post,2016,1
213,PF,Holei 2,Mixed,post,2016,1
214,PF,Holei 2,Mixed,post,2016,1
215,PF,Holei 2,Mixed,post,2016,1
216,PF,Holei 2,Mixed,post,2016,1
217,PF,Holei 2,Mixed,post,2016,1
218,PF,Holei 2,Mixed,post,2016,1
219,PF,Holei 2,Mixed,post,2016,1
220,PF,Holei 2,Mixed,post,2016,1
221,PF,Holei 2,Mixed,post,2016,1
222,PF,Holei 2,Mixed,post,2016,1
223,PF,Holei 2,Mixed,post,2016,1
224,PF,Holei 2,Mixed,post,2016,1
225,PF,Holei 2,Mixed,post,2016,1
226,PF,Holei 2,Mixed,post,2016,1
227,PF,Holei 2,Mixed,post,2016,1
228,PF,Holei 2,Mixed,post,2016,1
229,PF,Holei 2,Mixed,post,2016,1
230,PF,Holei 2,Mixed,post,2016,1
231,PF,Holei 2,Mixed,post,2016,1
232,PF,Holei 2,Mixed,post,2016,1
233,PF,Holei 2,Mixed,post,2016,1
234,PF,Holei 2,Mixed,post,2016,1
235,PF,Holei 2,Mixed,post,2016,1
236,PF,Holei 2,Mixed,post,2016,1
237,PF,Holei 2,Mixed,post,2016,1
238,PF,Holei 2,Mixed,post,2016,1
239,PF,Holei 2,Mixed,post,2016,1
240,PF,Holei 2,Mixed,post,2016,1
241,PF,Holei 2,Mixed,post,2016,1
242,PF,Holei 2,Mixed,post,2016,1
243,PF,Holei 2,Mixed,post,2016,1
244,PF,Holei 2,Mixed,post,2016,1
245,PF,Holei 2,Mixed,post,2016,1
246,PF,Holei 2,Mixed,post,2016,1
247,PF,Holei 2,Mixed,post,2016,1
248,PF,Holei 2,Mixed,post,2016,1
249,PF,Holei 2,Mixed,post,2016,1
250,PF,Holei 2,Mixed,post,2016,1
251,PF,Holei 2,Mixed,post,2016,1
252,PF,Holei 2,Mixed,post,2016,1
253,PF,Holei 2,Mixed,post,2016,1
254,PF,Holei 2,Mixed,post,2016,1
255,PF,Holei 2,Mixed,post,2016,1
256,PF,Holei 2,Mixed,post,2016,1
257,PF,Holei 2,Mixed,post,2016,1
258,PF,Holei 2,Mixed,post,2016,1
259,PF,Holei 2,Mixed,post,2016,1
260,PF,Holei 2,Mixed,post,2016,1
261,PF,Holei 2,Mixed,post,2016,1
262,PF,Holei 2,Mixed,post,2016,1
263,PF,Holei 2,Mixed,post,2016,1
264,PF,Holei 2,Mixed,post,2016,1
265,PF,Holei 2,Mixed,post,2016,1
266,PF,Holei 2,Mixed,post,2016,1
267,PF,Holei 2,Mixed,post,2016,1
268,PF,Holei 2,Mixed,post,2016,1
269,PF,Holei 2,Mixed,post,2016,1
270,PF,Holei 2,Mixed,post,2016,1
271,PF,Holei 2,Mixed,post,2016,1
272,PF,Holei 2,Mixed,post,2016,1
273,PF,Holei 2,Mixed,post,2016,1
274,PF,Holei 2,Mixed,post,2016,1
275,PF,Holei 2,Mixed,post,2016,1
276,PF,Holei 2,Mixed,post,2016,1
277,PF,Holei 2,Mixed,post,2016,1
278,PF,Holei 2,Mixed,post,2016,1
279,PF,Holei 2,Mixed,post,2016,1
280,PF,Holei 2,Mixed,post,2016,1
281,PF,Holei 2,Mixed,post,2016,1
282,PF,Holei 2,Mixed,post,2016,1
283,PF,Holei 2,Mixed,post,2016,1
284,PF,Holei 2,Mixed,post,2016,1
285,PF,Holei 2,Mixed,post,2016,1
286,PF,Holei 2,Mixed,post,2016,1
287,PF,Holei 2,Mixed,post,2016,1
288,PF,Holei 2,Mixed,post,2016,1
289,PF,Holei 2,Mixed,post,2016,1
290,PF,Holei 2,Mixed,post,2016,1
291,PF,Holei 2,Mixed,post,2016,1
292,PF,Holei 2,Mixed,post,2016,1
293,PF,Holei 2,Mixed,post,2016,1
294,PF,Holei 2,Mixed,post,2016,1
295,PF,Holei 2,Mixed,post,2016,1
296,PF,Holei 2,Mixed,post,2016,1
297,PF,Holei 2,Mixed,post,2016,1
298,PF,Holei 2,Mixed,post,2016,1
299,PF,Holei 2,Mixed,post,2016,1
300,PF,Holei 2,Mixed,post,2016,1
301,PF,Holei 2,Mixed,post,2016,1
302,PF,Holei 2,Mixed,post,2016,1
303,PF,Holei 2,Mixed,post,2016,1
304,PF,Holei 2,Mixed,post,2016,1
305,PF,Holei 2,Mixed,post,2016,1
306,PF,Holei 2,Mixed,post,2016,1
307,PF,Holei 2,Mixed,post,2016,1
308,PF,Holei 2,Mixed,post,2016,1
309,PF,Holei 2,Mixed,post,2016,1
310,PF,Holei 2,Mixed,post,2016,1
311,PF,Holei 2,Mixed,post,2016,1
312,PF,Holei 2,Mixed,post,2016,1
313,PF,Holei 2,Mixed,post,2016,1
314,PF,Holei 2,Mixed,post,2016,1
315,PF,Holei 2,Mixed,post,2016,1
316,PF,Holei 2,Mixed,post,2016,1
317,PF,Holei 2,Mixed,post,2016,1
318,PF,Holei 2,Mixed,post,2016,1
319,PF,Holei 2,Mixed,post,2016,1
320,PF,Holei 2,Mixed,post,2016,1
321,PF,Holei 2,Mixed,post,2016,1
322,PF,Holei 2,Mixed,post,2016,1
323,PF,Holei 2,Mixed,post,2016,1
324,PF,Holei 2,Mixed,post,2016,1
325,PF,Holei 2,Mixed,post,2016,1
326,PF,Holei 2,Mixed,post,2016,1
327,PF,Holei 2,Mixed,post,2016,1
328,PF,Holei 2,Mixed,post,2016,1
329,PF,Holei 2,Mixed,post,2016,1
330,PF,Holei 2,Mixed,post,2016,1
331,PF,Holei 2,Mixed,post,2016,1
332,PF,Holei 2,Mixed,post,2016,1
333,PF,Holei 2,Mixed,post,2016,1
334,PF,Holei 2,Mixed,post,2016,1
335,PF,Holei 2,Mixed,post,2016,1
336,PF,Holei 2,Mixed,post,2016,1
337,PF,Holei 2,Mixed,post,2016,1
338,PF,Holei 2,Mixed,post,2016,1
339,PF,Holei 2,Mixed,post,2016,1
340,PF,Holei 2,Mixed,post,2016,1
341,PF,Holei 2,Mixed,post,2016,1
342,PF,Holei 2,Mixed,post,2016,1
343,PF,Holei 2,Mixed,post,2016,1
344,PF,Holei 2,Mixed,post,2016,1
345,PF,Holei 2,Mixed,post,2016,1
346,PF,Holei 2,Mixed,post,2016,1
347,PF,Holei 2,Mixed,post,2016,1
348,PF,Holei 2,Mixed,post,2016,1
349,PF,Holei 2,Mixed,post,2016,1
350,PF,Holei 2,Mixed,post,2016,1
351,PF,Holei 2,Mixed,post,2016,1
352,PF,Holei 2,Mixed,post,2016,1
353,PF,Holei 2,Mixed,post,2016,1
354,PF,Holei 2,Mixed,post,2016,1
355,PF,Holei 2,Mixed,post,2016,1
356,PF,Holei 2,Mixed,post,2016,1
357,PF,Holei 2,Mixed,post,2016,1
358,PF,Holei 2,Mixed,post,2016,1
359,PF,Holei 2,Mixed,post,2016,1
360,PF,Holei 2,Mixed,post,2016,1
361,PF,Holei 2,Mixed,post,2016,1
362,PF,Holei 2,Mixed,post,2016,1
363,PF,Holei 2,Mixed,post,2016,1
364,PF,Holei 2,Mixed,post,2016,1
365,PF,Holei 2,Mixed,post,2016,1
366,PF,Holei 2,Mixed,post,2016,1
367,PF,Holei 2,Mixed,post,2016,1
368,PF,Holei 2,Mixed,post,2016,1
369,PF,Holei 2,Mixed,post,2016,1
370,PF,Holei 2,Mixed,post,2016,1
371,PF,Holei 2,Mixed,post,2016,1
372,PF,Holei 2,Mixed,post,2016,1
373,PF,Holei 2,Mixed,post,2016,1
374,PF,Holei 2,Mixed,post,2016,1
375,PF,Holei 2,Mixed,post,2016,1
376,PF,Holei 2,Mixed,post,2016,1
377,PF,Holei 2,Mixed,post,2016,1
378,PF,Holei 2,Mixed,post,2016,1
379,PF,Holei 2,Mixed,post,2016,1
380,PF,Holei 2,Mixed,post,2016,1
381,PF,Holei 2,Mixed,post,2016,1
382,PF,Holei 2,Mixed,post,2016,1
383,PF,Holei 2,Mixed,post,2016,1
384,PF,Holei 2,Mixed,post,2016,1
385,PF,Holei 2,Mixed,post,2016,1
386,PF,Holei 2,Mixed,post,2016,1
387,PF,Holei 2,Mixed,post,2016,1
388,PF,Holei 2,Mixed,post,2016,1
389,PF,Holei 2,Mixed,post,2016,1
390,PF,Holei 2,Mixed,post,2016,1
391,PF,Holei 2,Mixed,post,2016,1
392,PF,Holei 2,Mixed,post,2016,1
393,PF,Holei 2,Mixed,post,2016,1
394,PF,Holei 2,Mixed,post,2016,1
395,PF,Holei 2,Mixed,post,2016,1
396,PF,Holei 2,Mixed,post,2016,1
397,PF,Holei 2,Mixed,post,2016,1
398,PF,Holei 2,Mixed,post,2016,1
399,PF,Holei 2,Mixed,post,2016,1
400,PF,Holei 2,Mixed,post,2016,1
401,PF,Holei 2,Mixed,post,2016,1
402,PF,Holei 2,Mixed,post,2016,1
403,PF,Holei 2,Mixed,post,2016,1
404,PF,Holei 2,Mixed,post,2016,1
405,PF,Holei 2,Mixed,post,2016,1
406,PF,Holei 2,Mixed,post,2016,1
407,PF,Holei 2,Mixed,post,2016,1
408,PF,Holei 2,Mixed,post,2016,1
409,PF,Holei 2,Mixed,post,2016,1
410,PF,Holei 2,Mixed,post,2016,1
411,PF,Holei 2,Mixed,post,2016,1
412,PF,Holei 2,Mixed,post,2016,1
413,PF,Holei 2,Mixed,post,2016,1
414,PF,Holei 2,Mixed,post,2016,1
415,PF,Holei 2,Mixed,post,2016,1
416,PF,Holei 2,Mixed,post,2016,1
417,PF,Holei 2,Mixed,post,2016,1
418,PF,Holei 2,Mixed,post,2016,1
419,PF,Holei 2,Mixed,post,2016,1
420,PF,Holei 2,Mixed,post,2016,1
421,PF,Holei 2,Mixed,post,2016,1
422,PF,Holei 2,Mixed,post,2016,1
423,PF,Holei 2,Mixed,post,2016,1
424,PF,Holei 2,Mixed,post,2016,1
425,PF,Holei 2,Mixed,post,2016,1
426,PF,Holei 2,Mixed,post,2016,1
427,PF,Holei 2,Mixed,post,2016,1
428,PF,Holei 2,Mixed,post,2016,1
429,PF,Holei 2,Mixed,post,2016,1
430,PF,Holei 2,Mixed,post,2016,1
431,PF,Holei 2,Mixed,post,2016,1
432,PF,Holei 2,Mixed,post,2016,1
433,PF,Holei 2,Mixed,post,2016,1
434,PF,Holei 2,Mixed,post,2016,1
435,PF,Holei 2,Mixed,post,2016,1
436,PF,Holei 2,Mixed,post,2016,1
437,PF,Holei 2,Mixed,post,2016,1
438,PF,Holei 2,Mixed,post,2016,1
439,PF,Holei 2,Mixed,post,2016,1
440,PF,Holei 2,Mixed,post,2016,1
441,PF,Holei 2,Mixed,post,2016,1
442,PF,Holei 2,Mixed,post,2016,1
443,PF,Holei 2,Mixed,post,2016,1
444,PF,Holei 2,Mixed,post,2016,1
445,PF,Holei 2,Mixed,post,2016,1
446,PF,Holei 2,Mixed,post,2016,1
447,PF,Holei 2,Mixed,post,2016,1
448,PF,Holei 2,Mixed,post,2016,1
449,PF,Holei 2,Mixed,post,2016,1
450,PF,Holei 2,Mixed,post,2016,1
451,PF,Holei 2,Mixed,post,2016,1
452,PF,Holei 2,Mixed,post,2016,1
453,PF,Holei 2,Mixed,post,2016,1
454,PF,Holei 2,Mixed,post,2016,1
455,PF,Holei 2,Mixed,post,2016,1
456,PF,Holei 2,Mixed,post,2016,1
457,PF,Holei 2,Mixed,post,2016,1
458,PF,Holei 2,Mixed,post,2016,1
459,PF,Holei 2,Mixed,post,2016,1
460,PF,Holei 2,Mixed,post,2016,1
461,PF,Holei 2,Mixed,post,2016,1
462,PF,Holei 2,Mixed,post,2016,1
463,PF,Holei 2,Mixed,post,2016,1
464,PF,Holei 2,Mixed,post,2016,1
465,PF,Holei 2,Mixed,post,2016,1
466,PF,Holei 2,Mixed,post,2016,1
467,PF,Holei 2,Mixed,post,2016,1
468,PF,Holei 2,Mixed,post,2016,1
469,PF,Holei 2,Mixed,post,2016,1
470,PF,Holei 2,Mixed,post,2016,1
471,PF,Holei 2,Mixed,post,2016,1
472,PF,Holei 2,Mixed,post,2016,1
473,PF,Holei 2,Mixed,post,2016,1
474,PF,Holei 2,Mixed,post,2016,1
475,PF,Holei 2,Mixed,post,2016,1
476,PF,Holei 2,Mixed,post,2016,1
477,PF,Holei 2,Mixed,post,2016,1
478,PF,Holei 2,Mixed,post,2016,1
479,PF,Holei 2,Mixed,post,2016,1
480,PF,Holei 2,Mixed,post,2016,1
481,PF,Holei 2,Mixed,post,2016,1
482,PF,Holei 2,Mixed,post,2016,1
483,PF,Holei 2,Mixed,post,2016,1
484,PF,Holei 2,Mixed,post,2016,1
485,PF,Holei 2,Mixed,post,2016,1
486,PF,Holei 2,Mixed,post,2016,1
487,PF,Holei 2,Mixed,post,2016,1
488,PF,Holei 2,Mixed,post,2016,1
489,PF,Holei 2,Mixed,post,2016,1
490,PF,Holei 2,Mixed,post,2016,1
491,PF,Holei 2,Mixed,post,2016,1
492,PF,Holei 2,Mixed,post,2016,1
493,PF,Holei 2,Mixed,post,2016,1
494,PF,Holei 2,Mixed,post,2016,1
495,PF,Holei 2,Mixed,post,2016,1
496,PF,Holei 2,Mixed,post,2016,1
497,PF,Holei 2,Mixed,post,2016,1
498,PF,Holei 2,Mixed,post,2016,1
499,PF,Holei 2,Mixed,post,2016,1
500,PF,Holei 2,Mixed,post,2016,1
501,PF,Holei 2,Mixed,post,2016,1
502,PF,Holei 2,Mixed,post,2016,1
503,PF,Holei 2,Mixed,post,2016,1
504,PF,Holei 2,Mixed,post,2016,1
505,PF,Holei 2,Mixed,post,2016,1
506,PF,Holei 2,Mixed,post,2016,1
507,PF,Holei 2,Mixed,post,2016,1
508,PF,Holei 2,Mixed,post,2016,1
509,PF,Holei 2,Mixed,post,2016,1
510,PF,Holei 2,Mixed,post,2016,1
511,PF,Holei 2,Mixed,post,2016,1
512,PF,Holei 2,Mixed,post,2016,1
513,PF,Holei 2,Mixed,post,2016,1
514,PF,Holei 2,Mixed,post,2016,1
515,PF,Holei 2,Mixed,post,2016,1
516,PF,Holei 2,Mixed,post,2016,1
517,PF,Holei 2,Mixed,post,2016,1
518,PF,Holei 2,Mixed,post,2016,1
519,PF,Holei 2,Mixed,post,2016,1
520,PF,Holei 2,Mixed,post,2016,1
521,PF,Holei 2,Mixed,post,2016,1
522,PF,Holei 2,Mixed,post,2016,1
523,PF,Holei 2,Mixed,post,2016,1
524,PF,Holei 2,Mixed,post,2016,1
525,PF,Holei 2,Mixed,post,2016,1
526,PF,Holei 2,Mixed,post,2016,1
527,PF,Holei 2,Mixed,post,2016,1
528,PF,Holei 2,Mixed,post,2016,1
529,PF,Holei 2,Mixed,post,2016,1
530,PF,Holei 2,Mixed,post,2016,1
531,PF,Holei 2,Mixed,post,2016,1
532,PF,Holei 2,Mixed,post,2016,1
533,PF,Holei 2,Mixed,post,2016,1
534,PF,Holei 2,Mixed,post,2016,1
535,PF,Holei 2,Mixed,post,2016,1
536,PF,Holei 2,Mixed,post,2016,1
537,PF,Holei 2,Mixed,post,2016,1
538,PF,Holei 2,Mixed,post,2016,1
539,PF,Holei 2,Mixed,post,2016,1
540,PF,Holei 2,Mixed,post,2016,1
541,PF,Holei 2,Mixed,post,2016,1
542,PF,Holei 2,Mixed,post,2016,1
543,PF,Holei 2,Mixed,post,2016,1
544,PF,Holei 2,Mixed,post,2016,1
545,PF,Holei 2,Mixed,post,2016,1
546,PF,Holei 2,Mixed,post,2016,1
547,PF,Holei 2,Mixed,post,2016,1
548,PF,Holei 2,Mixed,post,2016,1
549,PF,Holei 2,Mixed,post,2016,1
550,PF,Holei 2,Mixed,post,2016,1
551,PF,Holei 2,Mixed,post,2016,1
552,PF,Holei 2,Mixed,post,2016,1
553,PF,Holei 2,Mixed,post,2016,1
554,PF,Holei 2,Mixed,post,2016,1
555,PF,Holei 2,Mixed,post,2016,1
556,PF,Holei 2,Mixed,post,2016,1
557,PF,Holei 2,Mixed,post,2016,1
558,PF,Holei 2,Mixed,post,2016,1
559,PF,Holei 2,Mixed,post,2016,1
560,PF,Holei 2,Mixed,post,2016,1
561,PF,Holei 2,Mixed,post,2016,1
562,PF,Holei 2,Mixed,post,2016,1
563,PF,Holei 2,Mixed,post,2016,1
564,PF,Holei 2,Mixed,post,2016,1
565,PF,Holei 2,Mixed,post,2016,1
566,PF,Holei 2,Mixed,post,2016,1
567,PF,Holei 2,Mixed,post,2016,1
568,PF,Holei 2,Mixed,post,2016,1
569,PF,Holei 2,Mixed,post,2016,1
570,PF,Holei 2,Mixed,post,2016,1
571,PF,Holei 2,Mixed,post,2016,1
572,PF,Holei 2,Mixed,post,2016,1
573,PF,Holei 2,Mixed,post,2016,1
574,PF,Holei 2,Mixed,post,2016,1
575,PF,Holei 2,Mixed,post,2016,1
576,PF,Holei 2,Mixed,post,2016,1
577,PF,Holei 2,Mixed,post,2016,1
578,PF,Holei 2,Mixed,post,2016,1
579,PF,Holei 2,Mixed,post,2016,1
580,PF,Holei 2,Mixed,post,2016,1
581,PF,Holei 2,Mixed,post,2016,1
582,PF,Holei 2,Mixed,post,2016,1
583,PF,Holei 2,Mixed,post,2016,1
584,PF,Holei 2,Mixed,post,2016,1
585,PF,Holei 2,Mixed,post,2016,1
586,PF,Holei 2,Mixed,post,2016,1
587,PF,Holei 2,Mixed,post,2016,1
588,PF,Holei 2,Mixed,post,2016,1
589,PF,Holei 2,Mixed,post,2016,1
590,PF,Holei 2,Mixed,post,2016,1
591,PF,Holei 2,Mixed,post,2016,1
592,PF,Holei 2,Mixed,post,2016,1
593,PF,Holei 2,Mixed,post,2016,1
594,PF,Holei 2,Mixed,post,2016,1
595,PF,Holei 2,Mixed,post,2016,1
596,PF,Holei 2,Mixed,post,2016,1
597,PF,Holei 2,Mixed,post,2016,1
598,PF,Holei 2,Mixed,post,2016,1
599,PF,Holei 2,Mixed,post,2016,1
600,PF,Holei 2,Mixed,post,2016,1
601,PF,Holei 2,Mixed,post,2016,1
602,PF,Holei 2,Mixed,post,2016,1
603,PF,Holei 2,Mixed,post,2016,1
604,PF,Holei 2,Mixed,post,2016,1
605,PF,Holei 2,Mixed,post,2016,1
606,PF,Holei 2,Mixed,post,2016,1
607,PF,Holei 2,Mixed,post,2016,1
608,PF,Holei 2,Mixed,post,2016,1
609,PF,Holei 2,Mixed,post,2016,1
610,PF,Holei 2,Mixed,post,2016,1
611,PF,Holei 2,Mixed,post,2016,1
612,PF,Holei 2,Mixed,post,2016,1
613,PF,Holei 2,Mixed,post,2016,1
614,PF,Holei 2,Mixed,post,2016,1
615,PF,Holei 2,Mixed,post,2016,1
616,PF,Holei 2,Mixed,post,2016,1
617,PF,Holei 2,Mixed,post,2016,1
618,PF,Holei 2,Mixed,post,2016,1
619,PF,Holei 2,Mixed,post,2016,1
620,PF,Holei 2,Mixed,post,2016,1
621,PF,Holei 2,Mixed,post,2016,1
622,PF,Holei 2,Mixed,post,2016,1
623,PF,Holei 2,Mixed,post,2016,1
624,PF,Holei 2,Mixed,post,2016,1
625,PF,Holei 2,Mixed,post,2016,1
626,PF,Holei 2,Mixed,post,2016,1
627,PF,Holei 2,Mixed,post,2016,1
628,PF,Holei 2,Mixed,post,2016,1
629,PF,Holei 2,Mixed,post,2016,1
630,PF,Holei 2,Mixed,post,2016,1
631,PF,Holei 2,Mixed,post,2016,1
632,PF,Holei 2,Mixed,post,2016,1
633,PF,Holei 2,Mixed,post,2016,1
634,PF,Holei 2,Mixed,post,2016,1
635,PF,Holei 2,Mixed,post,2016,1
636,PF,Holei 2,Mixed,post,2016,1
637,PF,Holei 2,Mixed,post,2016,1
638,PF,Holei 2,Mixed,post,2016,1
639,PF,Holei 2,Mixed,post,2016,1
640,PF,Holei 2,Mixed,post,2016,1
641,PF,Holei 2,Mixed,post,2016,1
642,PF,Holei 2,Mixed,post,2016,1
643,PF,Holei 2,Mixed,post,2016,1
644,PF,Holei 2,Mixed,post,2016,1
645,PF,Holei 2,Mixed,post,2016,1
646,PF,Holei 2,Mixed,post,2016,1
647,PF,Holei 2,Mixed,post,2016,1
648,PF,Holei 2,Mixed,post,2016,1
649,PF,Holei 2,Mixed,post,2016,1
650,PF,Holei 2,Mixed,post,2016,1
651,PF,Holei 2,Mixed,post,2016,1
652,PF,Holei 2,Mixed,post,2016,1
653,PF,Holei 2,Mixed,post,2016,1
654,PF,Holei 2,Mixed,post,2016,1
655,PF,Holei 2,Mixed,post,2016,1
656,PF,Holei 2,Mixed,post,2016,1
657,PF,Holei 2,Mixed,post,2016,1
658,PF,Holei 2,Mixed,post,2016,1
659,PF,Holei 2,Mixed,post,2016,1
660,PF,Holei 2,Mixed,post,2016,1
661,PF,Holei 2,Mixed,post,2016,1
662,PF,Holei 2,Mixed,post,2016,1
663,PF,Holei 2,Mixed,post,2016,1
664,PF,Holei 2,Mixed,post,2016,1
665,PF,Holei 2,Mixed,post,2016,1
666,PF,Holei 2,Mixed,post,2016,1
667,PF,Holei 2,Mixed,post,2016,1
668,PF,Holei 2,Mixed,post,2016,1
669,PF,Holei 2,Mixed,post,2016,1
670,PF,Holei 2,Mixed,post,2016,1
671,PF,Holei 2,Mixed,post,2016,1
672,PF,Holei 2,Mixed,post,2016,1
673,PF,Holei 2,Mixed,post,2016,1
674,PF,Holei 2,Mixed,post,2016,1
675,PF,Holei 2,Mixed,post,2016,1
676,PF,Holei 2,Mixed,post,2016,1
677,PF,Holei 2,Mixed,post,2016,1
678,PF,Holei 2,Mixed,post,2016,1
679,PF,Holei 2,Mixed,post,2016,1
680,PF,Holei 2,Mixed,post,2016,1
681,PF,Holei 2,Mixed,post,2016,1
682,PF,Holei 2,Mixed,post,2016,1
683,PF,Holei 2,Mixed,post,2016,1
684,PF,Holei 2,Mixed,post,2016,1
685,PF,Holei 2,Mixed,post,2016,1
686,PF,Holei 2,Mixed,post,2016,1
687,PF,Holei 2,Mixed,post,2016,1
688,PF,Holei 2,Mixed,post,2016,1
689,PF,Holei 2,Mixed,post,2016,1
690,PF,Holei 2,Mixed,post,2016,1
691,PF,Holei 2,Mixed,post,2016,1
692,PF,Holei 2,Mixed,post,2016,1
693,PF,Holei 2,Mixed,post,2016,1
694,PF,Holei 2,Mixed,post,2016,1
695,PF,Holei 2,Mixed,post,2016,1
696,PF,Holei 2,Mixed,post,2016,1
697,PF,Holei 2,Mixed,post,2016,1
698,PF,Holei 2,Mixed,post,2016,1
699,PF,Holei 2,Mixed,post,2016,1
700,PF,Holei 2,Mixed,post,2016,1
701,PF,Holei 2,Mixed,post,2016,1
702,PF,Holei 2,Mixed,post,2016,1
703,PF,Holei 2,Mixed,post,2016,1
704,PF,Holei 2,Mixed,post,2016,1
705,PF,Holei 2,Mixed,post,2016,1
706,PF,Holei 2,Mixed,post,2016,1
707,PF,Holei 2,Mixed,post,2016,1
708,PF,Holei 2,Mixed,post,2016,1
709,PF,Holei 2,Mixed,post,2016,1
710,PF,Holei 2,Mixed,post,2016,1
711,PF,Holei 2,Mixed,post,2016,1
712,PF,Holei 2,Mixed,post,2016,1
713,PF,Holei 2,Mixed,post,2016,1
714,PF,Holei 2,Mixed,post,2016,1
715,PF,Holei 2,Mixed,post,2016,1
716,PF,Holei 2,Mixed,post,2016,1
717,PF,Holei 2,Mixed,post,2016,1
718,PF,Holei 2,Mixed,post,2016,1
719,PF,Holei 2,Mixed,post,2016,1
720,PF,Holei 2,Mixed,post,2016,1
721,PF,Holei 2,Mixed,post,2016,1
722,PF,Holei 2,Mixed,post,2016,1
723,PF,Holei 2,Mixed,post,2016,1
724,PF,Holei 2,Mixed,post,2016,1
725,PF,Holei 2,Mixed,post,2016,1
726,PF,Holei 2,Mixed,post,2016,1
727,PF,Holei 2,Mixed,post,2016,1
728,PF,Holei 2,Mixed,post,2016,1
729,PF,Holei 2,Mixed,post,2016,1
730,PF,Holei 2,Mixed,post,2016,1
731,PF,Holei 2,Mixed,post,2016,1
732,PF,Holei 2,Mixed,post,2016,1
733,PF,Holei 2,Mixed,post,2016,1
734,PF,Holei 2,Mixed,post,2016,1
735,PF,Holei 2,Mixed,post,2016,1
736,PF,Holei 2,Mixed,post,2016,1
737,PF,Holei 2,Mixed,post,2016,1
738,PF,Holei 2,Mixed,post,2016,1
739,PF,Holei 2,Mixed,post,2016,1
740,PF,Holei 2,Mixed,post,2016,1
741,PF,Holei 2,Mixed,post,2016,1
742,PF,Holei 2,Mixed,post,2016,1
743,PF,Holei 2,Mixed,post,2016,1
744,PF,Holei 2,Mixed,post,2016,1
745,PF,Holei 2,Mixed,post,2016,1
746,PF,Holei 2,Mixed,post,2016,1
747,PF,Holei 2,Mixed,post,2016,1
748,PF,Holei 2,Mixed,post,2016,1
749,PF,Holei 2,Mixed,post,2016,1
750,PF,Holei 2,Mixed,post,2016,1
751,PF,Holei 2,Mixed,post,2016,1
752,PF,Holei 2,Mixed,post,2016,1
753,PF,Holei 2,Mixed,post,2016,1
754,PF,Holei 2,Mixed,post,2016,1
755,PF,Holei 2,Mixed,post,2016,1
756,PF,Holei 2,Mixed,post,2016,1
757,PF,Holei 2,Mixed,post,2016,1
758,PF,Holei 2,Mixed,post,2016,1
759,PF,Holei 2,Mixed,post,2016,1
760,PF,Holei 2,Mixed,post,2016,1
761,PF,Holei 2,Mixed,post,2016,1
762,PF,Holei 2,Mixed,post,2016,1
763,PF,Holei 2,Mixed,post,2016,1
764,PF,Holei 2,Mixed,post,2016,1
765,PF,Holei 2,Mixed,post,2016,1
766,PF,Holei 2,Mixed,post,2016,1
767,PF,Holei 2,Mixed,post,2016,1
768,PF,Holei 2,Mixed,post,2016,1
769,PF,Holei 2,Mixed,post,2016,1
770,PF,Holei 2,Mixed,post,2016,1
771,PF,Holei 2,Mixed,post,2016,1
772,PF,Holei 2,Mixed,post,2016,1
773,PF,Holei 2,Mixed,post,2016,1
774,PF,Holei 2,Mixed,post,2016,1
775,PF,Holei 2,Mixed,post,2016,1
776,PF,Holei 2,Mixed,post,2016,1
777,PF,Holei 2,Mixed,post,2016,1
778,PF,Holei 2,Mixed,post,2016,1
779,PF,Holei 2,Mixed,post,2016,1
